"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"pores of fenestrated capillaries of the skin having sizes in nanometer'","range, 6-12 nm 89. This bathes interstitial spaces with filtered fluids,'","-37.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"range, 6-12 nm 89. This bathes interstitial spaces with filtered fluids,'","which take their way towards skin upliftings Figures 6C and 6D. This'","-37.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"which take their way towards skin upliftings Figures 6C and 6D. This'","helps dilution and redistribution of CPS in collected fluids. After skin'","-37.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"helps dilution and redistribution of CPS in collected fluids. After skin'","puncturing step and sucking fluid inside skin upliftings during 2 nd'","-1.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"puncturing step and sucking fluid inside skin upliftings during 2 nd'","cupping step, new filtered fluids plus blood from traumatized capillaries'","-0.67","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cupping step, new filtered fluids plus blood from traumatized capillaries'","are collected inside skin upliftings Figures 6A-6D. In the PC method,'","-26.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"are collected inside skin upliftings Figures 6A-6D. In the PC method,'","fluid collection starts after skin puncture and cupping application'","-26.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluid collection starts after skin puncture and cupping application'","to create skin upliftings. This bathes interstitial spaces with fresh'","-26.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to create skin upliftings. This bathes interstitial spaces with fresh'","traumatic blood, which take its way towards skin upliftings Figures'","-26.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"traumatic blood, which take its way towards skin upliftings Figures'","6A-6D. Based on that, CPC method induces better clearance effect of'","-26.0","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"6A-6D. Based on that, CPC method induces better clearance effect of'","tissue spaces and blood capillaries than the PC method.'","-26.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"tissue spaces and blood capillaries than the PC method.'","8- Traction forces exerted on fenestrated capillaries due to strong'","1.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"8- Traction forces exerted on fenestrated capillaries due to strong'","persistent negative suction pressure applied at the skin may increase'","-33.33","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"persistent negative suction pressure applied at the skin may increase'","suction forcibly against their fenestral pore sizes allowing for more'","-33.33","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"suction forcibly against their fenestral pore sizes allowing for more'","filtration of fluid with soluble crystalloid small particle sizes and colloid'","-33.33","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"filtration of fluid with soluble crystalloid small particle sizes and colloid'","substances large particle sizes as plasma proteins e.g. β-lipoprotein'","-33.33","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"substances large particle sizes as plasma proteins e.g. β-lipoprotein'","Molecular weight: 1,300,000 and large molecules can pass through'","-33.33","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Molecular weight: 1,300,000 and large molecules can pass through'","skin capillaries into the tissue fluid 81,82,90-92 then cupping therapy'","-33.33","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin capillaries into the tissue fluid 81,82,90-92 then cupping therapy'","opens skin barrier and enhances natural excretory role of skin. It is'","-33.33","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"opens skin barrier and enhances natural excretory role of skin. It is'","worth noting that a large molecule as β -lipoprotein and globulins'","-33.33","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"worth noting that a large molecule as β -lipoprotein and globulins'","Altern Integ Med'","5.67","-266","-1.0","0","0","0","0","0","1","0","0","0","1",""
"Altern Integ Med'","Volume 2 • Issue 3 • 1000111'","-8.0","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Volume 2 • Issue 3 • 1000111'","ISSN:2327-5162 AIM, an open access journal'","-8.0","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic'","Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","-12.4","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 11 of 16'","-12.4","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 11 of 16'","cannot be filtered through renal glomeruli, as their molecular weight is'","1.8","-34","0.0","0","0","1","0","1","0","0","0","0","1",""
"cannot be filtered through renal glomeruli, as their molecular weight is'","too large to be filtered. Under physiological conditions, plasma albumin'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"too large to be filtered. Under physiological conditions, plasma albumin'","and globulin high molecular weight proteins cannot pass through the'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and globulin high molecular weight proteins cannot pass through the'","filtration membrane as their molecular size and negative charge act as'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"filtration membrane as their molecular size and negative charge act as'","barriers that prevent their passage through the glomerular capillary'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"barriers that prevent their passage through the glomerular capillary'","filtration membrane. Opposite to that, low molecular weight proteins'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"filtration membrane. Opposite to that, low molecular weight proteins'","as β2-microglobulin, α1-microglobulin, and lysozyme can freely pass'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"as β2-microglobulin, α1-microglobulin, and lysozyme can freely pass'","through the filtration membrane. Majority of these proteins 95% are'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"through the filtration membrane. Majority of these proteins 95% are'","reabsorbed when entering the proximal convoluted tubule although the'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"reabsorbed when entering the proximal convoluted tubule although the'","filtration amount is low 93. Based on that, cupping therapy facilitates'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"filtration amount is low 93. Based on that, cupping therapy facilitates'","clearing of blood from CPS by increasing skin excretory functions'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"clearing of blood from CPS by increasing skin excretory functions'","Figures 6A-6D. This clears blood from more metabolic byproducts,'","-77.0","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Figures 6A-6D. This clears blood from more metabolic byproducts,'","endogenous waste, exogenous toxic materials soluble in interstitial'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"endogenous waste, exogenous toxic materials soluble in interstitial'","fluids and also clears materials deposited in the interstitial spaces.'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluids and also clears materials deposited in the interstitial spaces.'","9- Cupping therapy pressure is a negative pressure force suction'","-77.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"9- Cupping therapy pressure is a negative pressure force suction'","force=filtration force and was reported to range from -200 to -560'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"force=filtration force and was reported to range from -200 to -560'","hPa, hecta Pascal 94, which is equivalent to -150 to -420 mmHg'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"hPa, hecta Pascal 94, which is equivalent to -150 to -420 mmHg'","Figures 6A-6D and drives fluids to move from intravascular'","-77.0","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Figures 6A-6D and drives fluids to move from intravascular'","compartment to the outside of capillaries. Net filtration pressure at'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"compartment to the outside of capillaries. Net filtration pressure at'","arterial end of capillaries=-13 mmHg that shifts tissue fluids to the'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"arterial end of capillaries=-13 mmHg that shifts tissue fluids to the'","outside of capillaries, while net absorption pressure at venous end of'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"outside of capillaries, while net absorption pressure at venous end of'","capillaries=+7 mm Hg Figures 1A and 6E that shifts tissue fluids'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries=+7 mm Hg Figures 1A and 6E that shifts tissue fluids'","to the inside of capillaries 74. Based on that, when adding suction'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to the inside of capillaries 74. Based on that, when adding suction'","pressure of cupping therapy, calculated net filtration pressure at arterial'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"pressure of cupping therapy, calculated net filtration pressure at arterial'","end of capillaries is -163 to -433 mmHg to the outside of capillaries,'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"end of capillaries is -163 to -433 mmHg to the outside of capillaries,'","while calculated net filtration pressure at venous end of capillaries'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"while calculated net filtration pressure at venous end of capillaries'","is -143 to -413 mm Hg to the outside of capillaries Figures 6B and'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"is -143 to -413 mm Hg to the outside of capillaries Figures 6B and'","6C. Therefore, both capillary ends arterial end and venous end filter'","-77.0","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"6C. Therefore, both capillary ends arterial end and venous end filter'","their fluids due to high-pressure gradient across blood capillaries i.e.'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"their fluids due to high-pressure gradient across blood capillaries i.e.'","Negative suction pressure+capillary hydrostatic pressure inside blood'","-77.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Negative suction pressure+capillary hydrostatic pressure inside blood'","capillaries>osmotic pressure of capillaries at either ends.'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries>osmotic pressure of capillaries at either ends.'","10- At first, transmitted high negative pressure of cupping therapy'","-77.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"10- At first, transmitted high negative pressure of cupping therapy'","in the CPC method from inside cups through skin punctures to around'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"in the CPC method from inside cups through skin punctures to around'","skin capillaries decreases absorption at venous end of capillaries then'","-77.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin capillaries decreases absorption at venous end of capillaries then'","stops it and finally fluid filtration occurs at venous end of capillaries'","-77.0","271","0.0","1","0","1","0","0","0","0","0","0","1",""
"stops it and finally fluid filtration occurs at venous end of capillaries'","opposite of physiological state. More fluid filtration occurs at arterial'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"opposite of physiological state. More fluid filtration occurs at arterial'","end of capillaries exaggeration of physiological state. This is expected'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"end of capillaries exaggeration of physiological state. This is expected'","to decrease capillary venous return, capillary venous pressure, pressure'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to decrease capillary venous return, capillary venous pressure, pressure'","in larger veins and peripheral vascular resistance. This is also expected'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"in larger veins and peripheral vascular resistance. This is also expected'","to remove blood congestion and enhance blood flow velocity. In the PC'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to remove blood congestion and enhance blood flow velocity. In the PC'","method, all that occurs to a lower extent as lower fluid filtration occurs'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"method, all that occurs to a lower extent as lower fluid filtration occurs'","Figures 3 and 6.'","-77.4","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Figures 3 and 6.'","11- Decreased intravascular volume inside blood capillaries in'","-77.4","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"11- Decreased intravascular volume inside blood capillaries in'","the cupped area due to fluid filtration and traumatic capillary blood'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the cupped area due to fluid filtration and traumatic capillary blood'","loss together with the negative suction pressure induced by cupping'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"loss together with the negative suction pressure induced by cupping'","collectively may cause a decrease in hydrostatic pressure inside blood'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"collectively may cause a decrease in hydrostatic pressure inside blood'","capillaries in cupped area, which may mobilize more blood to local'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries in cupped area, which may mobilize more blood to local'","capillaries in the cupped area i.e. enhances capillary microcirculation'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries in the cupped area i.e. enhances capillary microcirculation'","and circulates more blood for clearance through cupping therapy.'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and circulates more blood for clearance through cupping therapy.'","12- Suction of interstitial tissue fluids induced by negative vacuum'","-77.4","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"12- Suction of interstitial tissue fluids induced by negative vacuum'","suction may mobilize interstitial tissue fluids in nearby areas to drain'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"suction may mobilize interstitial tissue fluids in nearby areas to drain'","in and refill the interstitial spaces in the cupped area. The continuously'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"in and refill the interstitial spaces in the cupped area. The continuously'","applied negative pressure for few minutes in the cupped area may'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"applied negative pressure for few minutes in the cupped area may'","facilitate such mobilization. Drainage of that fluid through cupping'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"facilitate such mobilization. Drainage of that fluid through cupping'","lacerations allows continuation of the process and better clearance of'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"lacerations allows continuation of the process and better clearance of'","stagnant interstitial fluids Figures 6A-6D.'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"stagnant interstitial fluids Figures 6A-6D.'","13- CPC method may be better than the PC method in resolving'","-77.4","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"13- CPC method may be better than the PC method in resolving'","congested blood. Congested blood is altered in color and contains'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"congested blood. Congested blood is altered in color and contains'","accumulated cellular waste products, inflammatory mediators and'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"accumulated cellular waste products, inflammatory mediators and'","toxins. During the CPC method of wet cupping therapy, congested'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"toxins. During the CPC method of wet cupping therapy, congested'","blood loses its fluids and wastes through filtration. This resolves major'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"blood loses its fluids and wastes through filtration. This resolves major'","part of congestion Figures 6A-6E. Then, blood comes out immediately'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"part of congestion Figures 6A-6E. Then, blood comes out immediately'","after skin puncturing when second cupping step negative suctioning'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"after skin puncturing when second cupping step negative suctioning'","is applied to this local area. Its excretion becomes easier less viscosity'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"is applied to this local area. Its excretion becomes easier less viscosity'","when it is mixed with collected fluids continuously filtered fluids'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"when it is mixed with collected fluids continuously filtered fluids'","and tissue fluids. In the PC method, no filtration step occurs before'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and tissue fluids. In the PC method, no filtration step occurs before'","puncturing skin, which does not excrete extra fluids from congested'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"puncturing skin, which does not excrete extra fluids from congested'","blood. Suction effect stimulates more fresh blood to come from the'","-77.4","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"blood. Suction effect stimulates more fresh blood to come from the'","Col1PurpuraEcchymosis due to cupping therapy'","1.0","-270","-2.0","0","0","0","0","0","1","0","1","0","0",""
"Col1PurpuraEcchymosis due to cupping therapy'","Sign of hematological diseaseMark of doing wet cupping therapy therapeutic excretory procedure'","-8.2","0","0.0","0","0","0","1","1","1","1","1","1","0",""
"Sign of hematological diseaseMark of doing wet cupping therapy therapeutic excretory procedure'","DefnitionPurple discoloration of skin due to cutaneous hemorrhagePurple discoloration of skin due to traumatic cutaneous hemorrhage cupping pressure-induced trauma'","-8.2","0","0.0","0","0","0","1","1","1","1","1","1","0",""
"DefnitionPurple discoloration of skin due to cutaneous hemorrhagePurple discoloration of skin due to traumatic cutaneous hemorrhage cupping pressure-induced trauma'","CauseThrombocytopenia e.g. idiopathic thrombocytopenic purpura ITP, vasculitis, malignancy and othersSuction-induced trauma and passage of fragmented RBCs and platelets during 1st cupping step. In addition, hemorrhage and passage of intact RBCs and platelets from puncture sites to skin surface in 2nd cupping step.'","0.0","0","0.0","1","0","0","1","1","0","1","1","1","0",""
"CauseThrombocytopenia e.g. idiopathic thrombocytopenic purpura ITP, vasculitis, malignancy and othersSuction-induced trauma and passage of fragmented RBCs and platelets during 1st cupping step. In addition, hemorrhage and passage of intact RBCs and platelets from puncture sites to skin surface in 2nd cupping step.'","TreatmentTreatment of the cause e.g. steroids and platelet transfusion in ITP.No treatment needed. Purple color is reversible within days to few weeks'","-9.2","0","0.0","1","1","0","1","0","0","1","1","1","0",""
"TreatmentTreatment of the cause e.g. steroids and platelet transfusion in ITP.No treatment needed. Purple color is reversible within days to few weeks'","Blanching on pressureNo blanchingNo blanching'","0.2","0","0.0","1","0","0","1","0","1","1","1","1","0",""
"Blanching on pressureNo blanchingNo blanching'","SiteIn hands, legs, back and othersAt points of cupping therapy'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"SiteIn hands, legs, back and othersAt points of cupping therapy'","ThrombocytopeniaMay be present e.g. in ITPabsent'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"ThrombocytopeniaMay be present e.g. in ITPabsent'","OnsetAcute or chronicAcute'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"OnsetAcute or chronicAcute'","Skin upliftingsAbsentpresent'","-45.0","0","0.0","0","0","0","1","1","1","1","1","1","0",""
"Skin upliftingsAbsentpresent'","CourseDisappear after treatmentDisappear without treatment'","-45.0","0","0.0","0","0","0","1","1","1","1","1","1","0",""
"CourseDisappear after treatmentDisappear without treatment'","Associated manifestationsSplenomegally or hematuriaNone'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"Associated manifestationsSplenomegally or hematuriaNone'","Skin puncture marksabsentPresent'","-45.0","0","0.0","0","0","0","1","1","1","1","1","1","0",""
"Skin puncture marksabsentPresent'","Skin levelAt skin levelMargin depressed below skin level, while center is elevated above skin level and may show remnants of blood'","-45.0","0","0.0","0","0","0","1","1","1","1","1","1","0",""
"Skin levelAt skin levelMargin depressed below skin level, while center is elevated above skin level and may show remnants of blood'","SizevariableSame size of cup outline'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"SizevariableSame size of cup outline'","ShapepleomorphicCircular taking shape of cups outline'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"ShapepleomorphicCircular taking shape of cups outline'","History ofthrombocytopeniadisease needing cupping therapy'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"History ofthrombocytopeniadisease needing cupping therapy'","Opening of skin barrierNot doneDone'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"Opening of skin barrierNot doneDone'","Effect of incising skinbleeding increases incising skin is contraindicatedexcretion of contents of skin upliftings'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"Effect of incising skinbleeding increases incising skin is contraindicatedexcretion of contents of skin upliftings'","ProgressDo not fade with time unless treatedFade with time until disappear'","-45.0","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"ProgressDo not fade with time unless treatedFade with time until disappear'","Table 4: Differences between purpura and ecchymosis due to Cupping Therapy.'","-45.0","0","0.0","1","0","0","1","1","1","1","0","0","0",""
"Table 4: Differences between purpura and ecchymosis due to Cupping Therapy.'","Altern Integ Med'","-45.0","0","1.0","0","1","0","1","1","1","0","0","0","1",""
"Altern Integ Med'","Volume 2 • Issue 3 • 1000111'","-45.0","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Volume 2 • Issue 3 • 1000111'","ISSN:2327-5162 AIM, an open access journal'","-45.0","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic'","Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","-9.54","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 12 of 16'","-9.54","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 12 of 16'","site of trauma. Lack of previously collected fluids in the PC method'","1.38","-34","0.0","0","0","1","0","1","0","0","0","0","1",""
"site of trauma. Lack of previously collected fluids in the PC method'","allows traumatic blood to move rapidly to outside with little filtered'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"allows traumatic blood to move rapidly to outside with little filtered'","fluids and tissue fluids, while viscosity of congested blood may delay its'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluids and tissue fluids, while viscosity of congested blood may delay its'","movement in interstitial spaces in its way to skin puncture site i.e. low'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"movement in interstitial spaces in its way to skin puncture site i.e. low'","blood clearance effect in the PC method.'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"blood clearance effect in the PC method.'","14- Ecchymosis large hemorrhagic areas about 2 cm in diameter'","-102.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"14- Ecchymosis large hemorrhagic areas about 2 cm in diameter'","causing purple discoloration which do not blanch on pressure 95'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"causing purple discoloration which do not blanch on pressure 95'","occurs after cupping therapy and is traumatic in origin and not due'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"occurs after cupping therapy and is traumatic in origin and not due'","to thrombocytopenia. It is different from ecchymosis occurring in'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to thrombocytopenia. It is different from ecchymosis occurring in'","thrombocytopenia Table 4. Bathing the interstitial spaces and the'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"thrombocytopenia Table 4. Bathing the interstitial spaces and the'","inside of skin upliftings with blood, more in the PC method than in'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"inside of skin upliftings with blood, more in the PC method than in'","the CPC method is the main cause of this ecchymosis.'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the CPC method is the main cause of this ecchymosis.'","15- In the CPC method of wet cupping therapy, waste products'","-102.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"15- In the CPC method of wet cupping therapy, waste products'","to be drained in lymphatic capillaries in addition to some amount of'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to be drained in lymphatic capillaries in addition to some amount of'","lymph may be a constituent of the fluid that will be drained through'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"lymph may be a constituent of the fluid that will be drained through'","skin incisions to outside under effect of suction pressure. This removes'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin incisions to outside under effect of suction pressure. This removes'","difficulties in lymphatic drainage and improves lymphatic circulation.'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"difficulties in lymphatic drainage and improves lymphatic circulation.'","In the PC method, collected fluids may be lower as skin upliftings form'","-102.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"In the PC method, collected fluids may be lower as skin upliftings form'","late in the CPC method Figures 6A-6D.'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"late in the CPC method Figures 6A-6D.'","16- Suction of interstitial tissue fluids induced by continuous'","-102.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"16- Suction of interstitial tissue fluids induced by continuous'","negative vacuum suction may increase capillary permeability due'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"negative vacuum suction may increase capillary permeability due'","to traction forces induced by suction and may filter more fluids'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to traction forces induced by suction and may filter more fluids'","containing crystalloids and colloids at both arterial and venous ends'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"containing crystalloids and colloids at both arterial and venous ends'","of capillaries from blood capillaries to the interstitial spaces. Emptying'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"of capillaries from blood capillaries to the interstitial spaces. Emptying'","interstitial spaces due to negative pressure of cupping therapy stimulates'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"interstitial spaces due to negative pressure of cupping therapy stimulates'","more filtration of capillary blood leading to more blood clearance.'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"more filtration of capillary blood leading to more blood clearance.'","Continuous excretion through skin lacerations in cupped area allows'","-102.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Continuous excretion through skin lacerations in cupped area allows'","this process to continue leading to blood clearance Figure 6D. In the'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"this process to continue leading to blood clearance Figure 6D. In the'","CPC method, a mixture of blood and collected fluids are escaping at'","-102.0","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"CPC method, a mixture of blood and collected fluids are escaping at'","the same time at the incision points, which may have a squeezing effect'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the same time at the incision points, which may have a squeezing effect'","upon traumatized capillaries at the points of traumatic punctures. In'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"upon traumatized capillaries at the points of traumatic punctures. In'","the PC method, tissue fluid accumulation occurs slowly, while opened'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the PC method, tissue fluid accumulation occurs slowly, while opened'","capillaries are bleeding and the amount of bleeding increases by the'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries are bleeding and the amount of bleeding increases by the'","effect of negative pressure.'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"effect of negative pressure.'","17- Cupping-induced increase in capillary blood flow may'","-102.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"17- Cupping-induced increase in capillary blood flow may'","stimulate more blood flow to cupped area causing more fluid filtration'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"stimulate more blood flow to cupped area causing more fluid filtration'","then excretion through skin incisions. This may help improving the'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"then excretion through skin incisions. This may help improving the'","systemic and local circulations, improving tissue perfusion, improving'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"systemic and local circulations, improving tissue perfusion, improving'","cellular oxygenation, improving venous drainage and improving blood'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cellular oxygenation, improving venous drainage and improving blood'","clearance.'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"clearance.'","18- Haemostatic mechanisms in intact blood vascular system'","-102.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"18- Haemostatic mechanisms in intact blood vascular system'","tend to stop bleeding at injured sites in the cupped area within about'","-102.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
