text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
General Tso's Chicken,General Tso's Chicken,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"1 pound boneless, skinless chicken thighs, cubed","1 pound boneless, skinless chicken thighs, cubed",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"1 pound boneless, skinless chicken thighs, cubed","1 pound boneless, skinless chicken thighs, cubed",1/4 cup cornstarch,1/4 cup cornstarch,1.03,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup cornstarch,1/4 cup cornstarch,1/4 cup soy sauce,1/4 cup soy sauce,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup soy sauce,1/4 cup soy sauce,1/4 cup rice vinegar,1/4 cup rice vinegar,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup rice vinegar,1/4 cup rice vinegar,1/4 cup hoisin sauce,1/4 cup hoisin sauce,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup hoisin sauce,1/4 cup hoisin sauce,2 tablespoons sugar,2 tablespoons sugar,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons sugar,2 tablespoons sugar,"2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced",1 teaspoon grated ginger,1 teaspoon grated ginger,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon grated ginger,1 teaspoon grated ginger,1/4 cup vegetable oil,1/4 cup vegetable oil,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup vegetable oil,1/4 cup vegetable oil,Cooked rice for serving,Cooked rice for serving,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Cooked rice for serving,Cooked rice for serving,Sliced green onions for garnish,Sliced green onions for garnish,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Sliced green onions for garnish,Sliced green onions for garnish,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,"In a bowl, toss chicken cubes with cornstarch.","In a bowl, toss chicken cubes with cornstarch.",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"In a bowl, toss chicken cubes with cornstarch.","In a bowl, toss chicken cubes with cornstarch.",Heat vegetable oil in a skillet over medium heat.,Heat vegetable oil in a skillet over medium heat.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Heat vegetable oil in a skillet over medium heat.,Heat vegetable oil in a skillet over medium heat.,"Cook chicken until golden and crispy, then set aside.","Cook chicken until golden and crispy, then set aside.",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Cook chicken until golden and crispy, then set aside.","Cook chicken until golden and crispy, then set aside.","In the same skillet, sauté minced garlic and grated ginger until fragrant.","In the same skillet, sauté minced garlic and grated ginger until fragrant.",1.02,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In the same skillet, sauté minced garlic and grated ginger until fragrant.","In the same skillet, sauté minced garlic and grated ginger until fragrant.","Stir in soy sauce, rice vinegar, hoisin sauce, and sugar, simmer until thickened.","Stir in soy sauce, rice vinegar, hoisin sauce, and sugar, simmer until thickened.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Stir in soy sauce, rice vinegar, hoisin sauce, and sugar, simmer until thickened.","Stir in soy sauce, rice vinegar, hoisin sauce, and sugar, simmer until thickened.",Return chicken to the skillet and toss to coat in the sauce.,Return chicken to the skillet and toss to coat in the sauce.,1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Return chicken to the skillet and toss to coat in the sauce.,Return chicken to the skillet and toss to coat in the sauce.,"Serve over cooked rice, garnished with sliced green onions.","Serve over cooked rice, garnished with sliced green onions.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Serve over cooked rice, garnished with sliced green onions.","Serve over cooked rice, garnished with sliced green onions.",Greek Moussaka,Greek Moussaka,17.67,-36.02,0,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Greek Moussaka,Greek Moussaka,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"2 large eggplants, sliced","2 large eggplants, sliced",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"2 large eggplants, sliced","2 large eggplants, sliced",1 pound ground lamb or beef,1 pound ground lamb or beef,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 pound ground lamb or beef,1 pound ground lamb or beef,"1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced",1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,1/4 cup red wine,1/4 cup red wine,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup red wine,1/4 cup red wine,1 teaspoon cinnamon,1 teaspoon cinnamon,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon cinnamon,1 teaspoon cinnamon,1 teaspoon oregano,1 teaspoon oregano,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon oregano,1 teaspoon oregano,1/4 cup grated Parmesan cheese,1/4 cup grated Parmesan cheese,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup grated Parmesan cheese,1/4 cup grated Parmesan cheese,2 tablespoons olive oil,2 tablespoons olive oil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons olive oil,2 tablespoons olive oil,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,2 cups béchamel sauce,2 cups béchamel sauce,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 cups béchamel sauce,2 cups béchamel sauce,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,Preheat oven to 375°F 190°C.,Preheat oven to 375°F (190°C).,1.02,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Preheat oven to 375°F 190°C.,Preheat oven to 375°F (190°C).,"Season eggplant slices with salt and let sit for 30 minutes, then pat dry.","Season eggplant slices with salt and let sit for 30 minutes, then pat dry.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Season eggplant slices with salt and let sit for 30 minutes, then pat dry.","Season eggplant slices with salt and let sit for 30 minutes, then pat dry.","In a skillet, heat olive oil over medium heat.","In a skillet, heat olive oil over medium heat.",1.01,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a skillet, heat olive oil over medium heat.","In a skillet, heat olive oil over medium heat.","Cook eggplant until golden on both sides, then set aside.","Cook eggplant until golden on both sides, then set aside.",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In the same skillet, cook ground lamb or beef, diced onion, and minced garlic until","In the same skillet, cook ground lamb or beef, diced onion, and minced garlic until",browned.,browned.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
browned.,browned.,"Stir in diced tomatoes, red wine, cinnamon, oregano, salt, and pepper.","Stir in diced tomatoes, red wine, cinnamon, oregano, salt, and pepper.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Stir in diced tomatoes, red wine, cinnamon, oregano, salt, and pepper.","Stir in diced tomatoes, red wine, cinnamon, oregano, salt, and pepper.",Simmer for 20 minutes.,Simmer for 20 minutes.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Simmer for 20 minutes.,Simmer for 20 minutes.,"In a baking dish, layer eggplant slices and meat sauce.","In a baking dish, layer eggplant slices and meat sauce.",1.03,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a baking dish, layer eggplant slices and meat sauce.","In a baking dish, layer eggplant slices and meat sauce.",Pour béchamel sauce over the top and sprinkle with grated Parmesan cheese.,Pour béchamel sauce over the top and sprinkle with grated Parmesan cheese.,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Pour béchamel sauce over the top and sprinkle with grated Parmesan cheese.,Pour béchamel sauce over the top and sprinkle with grated Parmesan cheese.,Bake for 30-35 minutes until golden and bubbly.,Bake for 30-35 minutes until golden and bubbly.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Bake for 30-35 minutes until golden and bubbly.,Bake for 30-35 minutes until golden and bubbly.,Serve warm.,Serve warm.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Serve warm.,Serve warm.,Jambalaya,Jambalaya,17.66,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Jambalaya,Jambalaya,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"1 pound chicken breast, cubed","1 pound chicken breast, cubed",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"1 pound chicken breast, cubed","1 pound chicken breast, cubed","1/2 pound sausage, sliced","1/2 pound sausage, sliced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1/2 pound sausage, sliced","1/2 pound sausage, sliced","1/2 pound shrimp, peeled and deveined","1/2 pound shrimp, peeled and deveined",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1/2 pound shrimp, peeled and deveined","1/2 pound shrimp, peeled and deveined","1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced","1 bell pepper, diced","1 bell pepper, diced",1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 bell pepper, diced","1 bell pepper, diced",1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,1 cup chicken broth,1 cup chicken broth,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup chicken broth,1 cup chicken broth,1 cup long-grain rice,1 cup long-grain rice,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup long-grain rice,1 cup long-grain rice,1 teaspoon paprika,1 teaspoon paprika,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon paprika,1 teaspoon paprika,1 teaspoon thyme,1 teaspoon thyme,1.01,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon thyme,1 teaspoon thyme,1 teaspoon cayenne pepper,1 teaspoon cayenne pepper,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon cayenne pepper,1 teaspoon cayenne pepper,2 tablespoons olive oil,2 tablespoons olive oil,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons olive oil,2 tablespoons olive oil,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,"In a large pot, heat olive oil over medium heat.","In a large pot, heat olive oil over medium heat.",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"In a large pot, heat olive oil over medium heat.","In a large pot, heat olive oil over medium heat.","Cook cubed chicken and sliced sausage until browned, then set aside.","Cook cubed chicken and sliced sausage until browned, then set aside.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Cook cubed chicken and sliced sausage until browned, then set aside.","Cook cubed chicken and sliced sausage until browned, then set aside.","In the same pot, sauté diced onion, minced garlic, and diced bell pepper until softened.","In the same pot, sauté diced onion, minced garlic, and diced bell pepper until softened.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In the same pot, sauté diced onion, minced garlic, and diced bell pepper until softened.","In the same pot, sauté diced onion, minced garlic, and diced bell pepper until softened.","Stir in diced tomatoes, chicken broth, rice, paprika, thyme, cayenne pepper, salt, and","Stir in diced tomatoes, chicken broth, rice, paprika, thyme, cayenne pepper, salt, and",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Stir in diced tomatoes, chicken broth, rice, paprika, thyme, cayenne pepper, salt, and","Stir in diced tomatoes, chicken broth, rice, paprika, thyme, cayenne pepper, salt, and",pepper.,pepper.,1.02,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
pepper.,pepper.,"Bring to a boil, then reduce heat and simmer for 20 minutes.","Bring to a boil, then reduce heat and simmer for 20 minutes.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Bring to a boil, then reduce heat and simmer for 20 minutes.","Bring to a boil, then reduce heat and simmer for 20 minutes.","Add shrimp and cooked chicken and sausage, simmer for an additional 10 minutes until","Add shrimp and cooked chicken and sausage, simmer for an additional 10 minutes until",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Add shrimp and cooked chicken and sausage, simmer for an additional 10 minutes until","Add shrimp and cooked chicken and sausage, simmer for an additional 10 minutes until",shrimp is cooked and rice is tender.,shrimp is cooked and rice is tender.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
shrimp is cooked and rice is tender.,shrimp is cooked and rice is tender.,Serve warm.,Serve warm.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Serve warm.,Serve warm.,Lamb Curry,Lamb Curry,12.09,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Lamb Curry,Lamb Curry,Ingredients:,Ingredients:,1.02,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"1 pound lamb, cubed","1 pound lamb, cubed",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"1 pound lamb, cubed","1 pound lamb, cubed","1 small onion, diced","1 small onion, diced",1.01,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 tablespoon grated ginger,1 tablespoon grated ginger,1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,1 cup coconut milk,1 cup coconut milk,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup coconut milk,1 cup coconut milk,1 tablespoon curry powder,1 tablespoon curry powder,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 tablespoon curry powder,1 tablespoon curry powder,1 teaspoon cumin,1 teaspoon cumin,1.03,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon cumin,1 teaspoon cumin,1 teaspoon coriander,1 teaspoon coriander,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon coriander,1 teaspoon coriander,1 teaspoon turmeric,1 teaspoon turmeric,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon turmeric,1 teaspoon turmeric,1 teaspoon garam masala,1 teaspoon garam masala,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon garam masala,1 teaspoon garam masala,2 tablespoons vegetable oil,2 tablespoons vegetable oil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons vegetable oil,2 tablespoons vegetable oil,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Chopped cilantro for garnish,Chopped cilantro for garnish,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Chopped cilantro for garnish,Chopped cilantro for garnish,Instructions:,Instructions:,1.02,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,"In a large pot, heat vegetable oil over medium heat.","In a large pot, heat vegetable oil over medium heat.",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"In a large pot, heat vegetable oil over medium heat.","In a large pot, heat vegetable oil over medium heat.","Cook diced onion, minced garlic, and grated ginger until fragrant.","Cook diced onion, minced garlic, and grated ginger until fragrant.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Cook diced onion, minced garlic, and grated ginger until fragrant.","Cook diced onion, minced garlic, and grated ginger until fragrant.",Add cubed lamb and cook until browned.,Add cubed lamb and cook until browned.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Add cubed lamb and cook until browned.,Add cubed lamb and cook until browned.,"Stir in diced tomatoes, coconut milk, curry powder, cumin, coriander, turmeric, garam","Stir in diced tomatoes, coconut milk, curry powder, cumin, coriander, turmeric, garam",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Stir in diced tomatoes, coconut milk, curry powder, cumin, coriander, turmeric, garam","Stir in diced tomatoes, coconut milk, curry powder, cumin, coriander, turmeric, garam","masala, salt, and pepper.","masala, salt, and pepper.",1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"masala, salt, and pepper.","masala, salt, and pepper.",Bring to a simmer and cook for 1 hour until lamb is tender.,Bring to a simmer and cook for 1 hour until lamb is tender.,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Bring to a simmer and cook for 1 hour until lamb is tender.,Bring to a simmer and cook for 1 hour until lamb is tender.,Garnish with chopped cilantro and serve.,Garnish with chopped cilantro and serve.,1.02,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Garnish with chopped cilantro and serve.,Garnish with chopped cilantro and serve.,Lemon Herb Salmon,Lemon Herb Salmon,17.64,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Lemon Herb Salmon,Lemon Herb Salmon,Ingredients:,Ingredients:,1.01,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,4 salmon fillets,4 salmon fillets,1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
4 salmon fillets,4 salmon fillets,"1 lemon, sliced","1 lemon, sliced",1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 lemon, sliced","1 lemon, sliced","2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced",1/4 cup olive oil,1/4 cup olive oil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup olive oil,1/4 cup olive oil,"1 tablespoon fresh dill, chopped","1 tablespoon fresh dill, chopped",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 tablespoon fresh dill, chopped","1 tablespoon fresh dill, chopped","1 tablespoon fresh parsley, chopped","1 tablespoon fresh parsley, chopped",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 tablespoon fresh parsley, chopped","1 tablespoon fresh parsley, chopped",Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,Preheat oven to 375°F 190°C.,Preheat oven to 375°F (190°C).,1.02,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Preheat oven to 375°F 190°C.,Preheat oven to 375°F (190°C).,Place salmon fillets on a baking sheet.,Place salmon fillets on a baking sheet.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Place salmon fillets on a baking sheet.,Place salmon fillets on a baking sheet.,"In a bowl, mix minced garlic, olive oil, chopped dill, chopped parsley, salt, and pepper.","In a bowl, mix minced garlic, olive oil, chopped dill, chopped parsley, salt, and pepper.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a bowl, mix minced garlic, olive oil, chopped dill, chopped parsley, salt, and pepper.","In a bowl, mix minced garlic, olive oil, chopped dill, chopped parsley, salt, and pepper.",Brush the mixture over the salmon fillets.,Brush the mixture over the salmon fillets.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Brush the mixture over the salmon fillets.,Brush the mixture over the salmon fillets.,Top each fillet with lemon slices.,Top each fillet with lemon slices.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Top each fillet with lemon slices.,Top each fillet with lemon slices.,Bake for 15-20 minutes until salmon is cooked through.,Bake for 15-20 minutes until salmon is cooked through.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Bake for 15-20 minutes until salmon is cooked through.,Bake for 15-20 minutes until salmon is cooked through.,Serve warm.,Serve warm.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Serve warm.,Serve warm.,Meatloaf,Meatloaf,17.67,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Meatloaf,Meatloaf,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
