text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
"open the list of printers, and then click Properties or Preferences.","open the list of printers, and then click Properties or Preferences.)","4. In the Print dialog box, click OK.","4. In the Print dialog box, click OK.",-69.5,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"4. In the Print dialog box, click OK.","4. In the Print dialog box, click OK.",Note: Your PDF is saved in the folder specified by the setting of the Adobe,Note: Your PDF is saved in the folder specified by the setting of the Adobe,-69.5,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Note: Your PDF is saved in the folder specified by the setting of the Adobe,Note: Your PDF is saved in the folder specified by the setting of the Adobe,PDF Output Folder in the Preferences dialog box; the default location is My,PDF Output Folder in the Preferences dialog box; the default location is My,-69.5,0,1,1,1,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
PDF Output Folder in the Preferences dialog box; the default location is My,PDF Output Folder in the Preferences dialog box; the default location is My,"Documents. If you specify Prompt For Adobe PDF Filename, then a Save As dialog","Documents. If you specify Prompt For Adobe PDF Filename, then a Save As dialog",-69.5,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
"Documents. If you specify Prompt For Adobe PDF Filename, then a Save As dialog","Documents. If you specify Prompt For Adobe PDF Filename, then a Save As dialog",opens when you print.,opens when you print.,-69.5,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
opens when you print.,opens when you print.,Create a PDF using the Print command Mac OS X,Create a PDF using the Print command (Mac OS X),-69.5,0,1,1,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Create a PDF using the Print command Mac OS X,Create a PDF using the Print command (Mac OS X),The method for creating PDFs using the Print command changed in Mac OS v10.6 Snow,The method for creating PDFs using the Print command changed in Mac OS v10.6 Snow,-69.5,0,1,1,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
The method for creating PDFs using the Print command changed in Mac OS v10.6 Snow,The method for creating PDFs using the Print command changed in Mac OS v10.6 Snow,Leopard with Acrobat 9.1 and later. The following procedure describes the method in both,Leopard with Acrobat 9.1 and later. The following procedure describes the method in both,-69.5,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Leopard with Acrobat 9.1 and later. The following procedure describes the method in both,Leopard with Acrobat 9.1 and later. The following procedure describes the method in both,Snow Leopard and earlier versions of Mac OS X.,Snow Leopard and earlier versions of Mac OS X.,-69.5,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Snow Leopard and earlier versions of Mac OS X.,Snow Leopard and earlier versions of Mac OS X.,"1. Open the file in its authoring application, and choose File > Print.","1. Open the file in its authoring application, and choose File > Print.",-69.5,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2. Choose Save As Adobe PDF from the PDF menu at the bottom of the dialog box.,2. Choose Save As Adobe PDF from the PDF menu at the bottom of the dialog box.,"3. For Adobe PDF Settings, choose one of the default settings, or customize the settings","3. For Adobe PDF Settings, choose one of the default settings, or customize the settings",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"3. For Adobe PDF Settings, choose one of the default settings, or customize the settings","3. For Adobe PDF Settings, choose one of the default settings, or customize the settings",using Distiller. Any custom settings that you have defined are listed.,using Distiller. Any custom settings that you have defined are listed.,-36.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
using Distiller. Any custom settings that you have defined are listed.,using Distiller. Any custom settings that you have defined are listed.,"For most users, the default Adobe PDF conversion settings are adequate.","For most users, the default Adobe PDF conversion settings are adequate.",-36.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"For most users, the default Adobe PDF conversion settings are adequate.","For most users, the default Adobe PDF conversion settings are adequate.","4. For After PDF Creation, specify whether to open the PDF.","4. For After PDF Creation, specify whether to open the PDF.",-36.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"4. For After PDF Creation, specify whether to open the PDF.","4. For After PDF Creation, specify whether to open the PDF.",5. Click Continue.,5. Click Continue.,-36.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
5. Click Continue.,5. Click Continue.,"6. Select a name and location for your PDF, and click Save.","6. Select a name and location for your PDF, and click Save.",-36.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"6. Select a name and location for your PDF, and click Save.","6. Select a name and location for your PDF, and click Save.","Note: By default, your PDF is saved with the same filename and a .pdf extension.","Note: By default, your PDF is saved with the same filename and a .pdf extension.",-36.6,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Adobe PDF printing preferences Windows,Adobe PDF printing preferences (Windows),"Printing preferences apply to all applications that use the Adobe PDF printer, unless you change","Printing preferences apply to all applications that use the Adobe PDF printer, unless you change",-28.58,0,1,1,1,24,12,-12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"Printing preferences apply to all applications that use the Adobe PDF printer, unless you change","Printing preferences apply to all applications that use the Adobe PDF printer, unless you change","the settings in an authoring application by using the Page Setup, Document Setup, or Print","the settings in an authoring application by using the Page Setup,Document Setup, or Print",-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"the settings in an authoring application by using the Page Setup, Document Setup, or Print","the settings in an authoring application by using the Page Setup,Document Setup, or Print",menu.,menu.,-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
menu.,menu.,Note:,Note:,-28.58,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Note:,Note:,"The dialog box for setting printing preferences is named Adobe PDFPrinting Preferences,","The dialog box for setting printing preferences is named Adobe PDFPrinting Preferences,",-28.58,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"The dialog box for setting printing preferences is named Adobe PDFPrinting Preferences,","The dialog box for setting printing preferences is named Adobe PDFPrinting Preferences,","Adobe PDF Printing Defaults, or Adobe PDFDocument Properties, depending on how you","Adobe PDF Printing Defaults, or Adobe PDFDocument Properties, depending on how you",-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Adobe PDF Printing Defaults, or Adobe PDFDocument Properties, depending on how you","Adobe PDF Printing Defaults, or Adobe PDFDocument Properties, depending on how you",access it.,access it.,-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
access it.,access it.,To access printing preferences:,To access printing preferences:,-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
To access printing preferences:,To access printing preferences:,"Open the Printers window from the Start menu. Right-click the Adobe PDF printer, and","Open the Printers window from the Start menu. Right-click the Adobe PDF printer, and",-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Open the Printers window from the Start menu. Right-click the Adobe PDF printer, and","Open the Printers window from the Start menu. Right-click the Adobe PDF printer, and",choose Printing Preferences .,choose Printing Preferences.,-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
choose Printing Preferences .,choose Printing Preferences.,"In an authoring application such as Adobe InDesign, choose File > Print. Select Adobe","In an authoring application such as Adobe InDesign, choose File > Print. Select Adobe",-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In an authoring application such as Adobe InDesign, choose File > Print. Select Adobe","In an authoring application such as Adobe InDesign, choose File > Print. Select Adobe","PDF as the printer, and click the Properties or Preferences button. In some","PDF as the printer, and click the Properties (or Preferences) button. (In some",-28.58,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
"PDF as the printer, and click the Properties or Preferences button. In some","PDF as the printer, and click the Properties (or Preferences) button. (In some","applications, you may need to click Setup in the Print dialog box to access the list of","applications, you may need to click Setup in the Print dialog box to access the list of",-28.58,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
"applications, you may need to click Setup in the Print dialog box to access the list of","applications, you may need to click Setup in the Print dialog box to access the list of","printers, and then click Properties or Preferences to customize the Adobe PDF settings.","printers, and then click Properties or Preferences to customize the Adobe PDF settings.)",-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"printers, and then click Properties or Preferences to customize the Adobe PDF settings.","printers, and then click Properties or Preferences to customize the Adobe PDF settings.)",PDF-specific options appear on the Adobe PDF Settings tab. The Paper Quality tab and Layout,PDF-specific options appear on the Adobe PDF Settings tab. The Paper Quality tab and Layout,-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
PDF-specific options appear on the Adobe PDF Settings tab. The Paper Quality tab and Layout,PDF-specific options appear on the Adobe PDF Settings tab. The Paper Quality tab and Layout,"tab contain other familiar options for the paper source, printer ink, page orientation, and","tab contain other familiar options for the paper source, printer ink, page orientation, and",-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"tab contain other familiar options for the paper source, printer ink, page orientation, and","tab contain other familiar options for the paper source, printer ink, page orientation, and",number of pages per sheet.,number of pages per sheet.,-28.58,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
Note:,Note:,Printing Preferences are different from printer Properties. The Preferences include Adobe PDFspecific options for the conversion process; the Properties dialog box contains tabs of options,specific options for the conversion process; the Properties dialog box contains tabs of options,-52.75,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Printing Preferences are different from printer Properties. The Preferences include Adobe PDFspecific options for the conversion process; the Properties dialog box contains tabs of options,specific options for the conversion process; the Properties dialog box contains tabs of options,that are available for any type of printer.,that are available for any type of printer.,-52.75,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
that are available for any type of printer.,that are available for any type of printer.,Adobe PDFConversion Settings,Adobe PDFConversion Settings,-52.75,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Adobe PDFConversion Settings,Adobe PDFConversion Settings,Select a predefined set of options from the Default Settings menu or click Edit to view or,Select a predefined set of options from the Default Settings menu or click Edit to view or,-52.75,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Select a predefined set of options from the Default Settings menu or click Edit to view or,Select a predefined set of options from the Default Settings menu or click Edit to view or,change the settings in the Adobe PDF Settings dialog box.,change the settings in the Adobe PDF Settings dialog box.,-52.75,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
change the settings in the Adobe PDF Settings dialog box.,change the settings in the Adobe PDF Settings dialog box.,Adobe PDF Security,Adobe PDF Security,-52.75,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Adobe PDF Security,Adobe PDF Security,"To add security to the PDF, choose one of the following options, or click Edit to view or change","To add security to the PDF, choose one of the following options, or click Edit to view or change",-52.75,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"To add security to the PDF, choose one of the following options, or click Edit to view or change","To add security to the PDF, choose one of the following options, or click Edit to view or change",the security settings:,the security settings:,-52.75,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
the security settings:,the security settings:,Reconfirm Security For Each Job : Opens the Adobe PDF Security dialog box each time,Reconfirm Security For Each Job: Opens the Adobe PDF Security dialog box each time,-52.75,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Reconfirm Security For Each Job : Opens the Adobe PDF Security dialog box each time,Reconfirm Security For Each Job: Opens the Adobe PDF Security dialog box each time,you create a PDF using the Adobe PDF printer. Specify the desired settings in the dialog,you create a PDF using the Adobe PDF printer. Specify the desired settings in the dialog,-52.75,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
you create a PDF using the Adobe PDF printer. Specify the desired settings in the dialog,you create a PDF using the Adobe PDF printer. Specify the desired settings in the dialog,box.,box.,-52.75,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
box.,box.,Use The Last Known Security Settings: Uses the same security settings that were used,Use The Last Known Security Settings: Uses the same security settings that were used,-52.75,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Use The Last Known Security Settings: Uses the same security settings that were used,Use The Last Known Security Settings: Uses the same security settings that were used,the last time a PDF was created using the Adobe PDF printer on your computer.,the last time a PDF was created using the Adobe PDF printer on your computer.,-52.75,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
the last time a PDF was created using the Adobe PDF printer on your computer.,the last time a PDF was created using the Adobe PDF printer on your computer.,Adobe PDF Output Folder,Adobe PDF Output Folder,-52.75,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"Choose an output folder for the converted PDF, or click Browse to add or change the output","Choose an output folder for the converted PDF, or click Browse to add or change the output",folder. Choose Prompt For Adobe PDF Filename to specify a location and filename at the time,folder. Choose Prompt For Adobe PDF Filename to specify a location and filename at the time,-13.8,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
folder. Choose Prompt For Adobe PDF Filename to specify a location and filename at the time,folder. Choose Prompt For Adobe PDF Filename to specify a location and filename at the time,of conversion.,of conversion.,-13.8,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
of conversion.,of conversion.,Adobe PDF Page Size menu,Adobe PDF Page Size menu,-13.8,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Adobe PDF Page Size menu,Adobe PDF Page Size menu,Select a custom page size that you have defined.,Select a custom page size that you have defined.,0.8,0,1,1,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Select a custom page size that you have defined.,Select a custom page size that you have defined.,Replace Existing PDF,Replace Existing PDF,1,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Replace Existing PDF,Replace Existing PDF,"Choose if you want to replace the existing PDF Always, Ask Everytime, or Never replace.","Choose if you want to replace the existing PDF Always, Ask Everytime, or Never replace.",0.8,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Choose if you want to replace the existing PDF Always, Ask Everytime, or Never replace.","Choose if you want to replace the existing PDF Always, Ask Everytime, or Never replace.",View Adobe PDF Results,View Adobe PDF Results,0.8,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
View Adobe PDF Results,View Adobe PDF Results,Automatically starts Acrobat and displays the converted document immediately.,Automatically starts Acrobat and displays the converted document immediately.,1,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Automatically starts Acrobat and displays the converted document immediately.,Automatically starts Acrobat and displays the converted document immediately.,Add Document Information,Add Document Information,1,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Add Document Information,Add Document Information,Includes information such as the filename and date and time of creation.,Includes information such as the filename and date and time of creation.,1,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Includes information such as the filename and date and time of creation.,Includes information such as the filename and date and time of creation.,Rely On System Fonts Only; Do Not Use Document Fonts,Rely On System Fonts Only; Do Not Use Document Fonts,1,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Rely On System Fonts Only; Do Not Use Document Fonts,Rely On System Fonts Only; Do Not Use Document Fonts,Deselect this option to download fonts when creating the PDF. All your fonts will be available in,Deselect this option to download fonts when creating the PDF. All your fonts will be available in,-22.6,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Deselect this option to download fonts when creating the PDF. All your fonts will be available in,Deselect this option to download fonts when creating the PDF. All your fonts will be available in,"the PDF, but it will take longer to create it. Leave this option selected if you are working with","the PDF, but it will take longer to create it. Leave this option selected if you are working with",-22.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"the PDF, but it will take longer to create it. Leave this option selected if you are working with","the PDF, but it will take longer to create it. Leave this option selected if you are working with",Asian-language documents.,Asian-language documents.,-22.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Asian-language documents.,Asian-language documents.,Delete Log Files For Successful Jobs,Delete Log Files For Successful Jobs,-22.6,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Delete Log Files For Successful Jobs,Delete Log Files For Successful Jobs,Automatically deletes the log files unless the job fails.,Automatically deletes the log files unless the job fails.,-22.6,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Set Adobe PDF printer properties Windows,Set Adobe PDF printer properties (Windows),"In Windows, you can usually leave the Adobe PDF printer properties unchanged, unless you","In Windows, you can usually leave the Adobe PDF printer properties unchanged, unless you",-44.67,0,1,1,1,24,12,-12,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
"In Windows, you can usually leave the Adobe PDF printer properties unchanged, unless you","In Windows, you can usually leave the Adobe PDF printer properties unchanged, unless you",have configured printer sharing or set security.,have configured printer sharing or set security.,-44.67,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
have configured printer sharing or set security.,have configured printer sharing or set security.,Note:,Note:,-44.67,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Note:,Note:,Printing Properties are different from printer Preferences. The Properties dialog box contains,Printing Properties are different from printer Preferences. The Properties dialog box contains,-44.67,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Printing Properties are different from printer Preferences. The Properties dialog box contains,Printing Properties are different from printer Preferences. The Properties dialog box contains,tabs of options that apply to any type of printer; the Preferences include conversion options,tabs of options that apply to any type of printer; the Preferences include conversion options,-44.67,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
tabs of options that apply to any type of printer; the Preferences include conversion options,tabs of options that apply to any type of printer; the Preferences include conversion options,specifically for the Adobe PDF printer.,specifically for the Adobe PDF printer.,-44.67,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
specifically for the Adobe PDF printer.,specifically for the Adobe PDF printer.,Set Adobe PDF printer properties,Set Adobe PDF printer properties,-44.67,0,1,1,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Set Adobe PDF printer properties,Set Adobe PDF printer properties,"1. Open Devices and Printers from the Start menu, and right-click the Adobe","1. Open Devices and Printers from the Start menu, and right-click the Adobe",1.11,0,1,1,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"1. Open Devices and Printers from the Start menu, and right-click the Adobe","1. Open Devices and Printers from the Start menu, and right-click the Adobe",PDF printer.,PDF printer.,-28.44,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
PDF printer.,PDF printer.,2. Choose Properties.,2. Choose Properties.,-28.44,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
2. Choose Properties.,2. Choose Properties.,"3. Click the tabs, and select options as needed.","3. Click the tabs, and select options as needed.",-28.44,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"3. Click the tabs, and select options as needed.","3. Click the tabs, and select options as needed.",Reassign the port that the Adobe PDF printer uses,Reassign the port that the Adobe PDF printer uses,-28.44,0,1,1,1,12,18,6,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Reassign the port that the Adobe PDF printer uses,Reassign the port that the Adobe PDF printer uses,"1. Quit Distiller if it is running, and allow all queued jobs to the Adobe PDF printer to","1. Quit Distiller if it is running, and allow all queued jobs to the Adobe PDF printer to",0.89,31,0,1,1,18,12,-6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"1. Quit Distiller if it is running, and allow all queued jobs to the Adobe PDF printer to","1. Quit Distiller if it is running, and allow all queued jobs to the Adobe PDF printer to",complete.,complete.,-22,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
complete.,complete.,2. Open Devices and Printers from the Start menu.,2. Open Devices and Printers from the Start menu.,-22,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
2. Open Devices and Printers from the Start menu.,2. Open Devices and Printers from the Start menu.,"3. Right-click the Adobe PDF printer, and choose Printer Properties .","3. Right-click the Adobe PDF printer, and choose Printer Properties.",-22,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"3. Right-click the Adobe PDF printer, and choose Printer Properties .","3. Right-click the Adobe PDF printer, and choose Printer Properties.","4. Click the Ports tab, and then click Add Port.","4. Click the Ports tab, and then click Add Port.",-22,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"4. Click the Ports tab, and then click Add Port.","4. Click the Ports tab, and then click Add Port.",5. Select Adobe PDF Port Windows XP or Adobe PDF Port Monitor Vista/Windows 7,5. Select Adobe PDF Port (Windows XP) or Adobe PDF Port Monitor (Vista/Windows 7),0.89,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
5. Select Adobe PDF Port Windows XP or Adobe PDF Port Monitor Vista/Windows 7,5. Select Adobe PDF Port (Windows XP) or Adobe PDF Port Monitor (Vista/Windows 7),"from the list of available port types, and click New Port.","from the list of available port types, and click New Port.",-7.11,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"from the list of available port types, and click New Port.","from the list of available port types, and click New Port.","6. Select a local folder for PDF output files, and click OK. Then click Close to quit the","6. Select a local folder for PDF output files, and click OK. Then click Close to quit the",1.11,-31,0,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"6. Select a local folder for PDF output files, and click OK. Then click Close to quit the","6. Select a local folder for PDF output files, and click OK. Then click Close to quit the",Printer Ports dialog box.,Printer Ports dialog box.,-38.44,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Printer Ports dialog box.,Printer Ports dialog box.,"7. In the Adobe PDF Properties dialog box, click Apply, and then click OK.","7. In the Adobe PDF Properties dialog box, click Apply, and then click OK.",-38.44,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"7. In the Adobe PDF Properties dialog box, click Apply, and then click OK.","7. In the Adobe PDF Properties dialog box, click Apply, and then click OK.","Note: For best results, select a folder on the same system where Distiller is installed.","Note: For best results, select a folder on the same system where Distiller is installed.",-38.44,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"Note: For best results, select a folder on the same system where Distiller is installed.","Note: For best results, select a folder on the same system where Distiller is installed.","Although remote or network folders are supported, they have limited user access and","Although remote or network folders are supported, they have limited user access and",-38.44,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Although remote or network folders are supported, they have limited user access and","Although remote or network folders are supported, they have limited user access and",security issues.,security issues.,-38.44,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
security issues.,security issues.,Delete a folder and reassign the Adobe PDF printer to the default port,Delete a folder and reassign the Adobe PDF printer to the default port,-38.44,0,1,1,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"1. Quit Distiller if it is running, and allow a few minutes for all queued jobs to Adobe","1. Quit Distiller if it is running, and allow a few minutes for all queued jobs to Adobe",PDF to complete.,PDF to complete.,-13.75,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
PDF to complete.,PDF to complete.,2. Open Devices and Printers from the Start menu.,2. Open Devices and Printers from the Start menu.,-13.75,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
2. Open Devices and Printers from the Start menu.,2. Open Devices and Printers from the Start menu.,"3. Right-click the Adobe PDF printer, and choose Printer Properties .","3. Right-click the Adobe PDF printer, and choose Printer Properties.",-13.75,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"3. Right-click the Adobe PDF printer, and choose Printer Properties .","3. Right-click the Adobe PDF printer, and choose Printer Properties.",4. Click the Ports tab.,4. Click the Ports tab.,-13.75,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
4. Click the Ports tab.,4. Click the Ports tab.,"5. Select the default port, Documents, and click Apply.","5. Select the default port, Documents, and click Apply.",-13.75,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
