text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,label
After 3rd step Cupping stepPressure suctioning causes all collected fuids+some blood to come out through traumatic puncturesPressure suctioning helps bleeding to continue and blood to come out+some tissue fuids to be excreted.,After 3rd step (Cupping step),Hindering effect diffculties that may face excretion of tissue fuids through skin puncturesNo. As collected tissue fuids are nearer to skin surface than blood capillaries and accumulate under effect of suction pressure applied to skin. Continuous accumulation of fuids increases pressure inside skin upliftings leading to immediate escape of fuids upon skin puncturing and 2nd cupping step.Yes as tissue fuids are collected after skin puncturing and are coming out to skin surface with blood from punctured capillaries. Blood may hinder fuid accumulation inside skin upliftings leading to incomplete escape of fuids upon skin puncturing.,puncturing and are coming out to skin surface with,-13.75,360,0,0,0,7,7,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
Hindering effect diffculties that may face excretion of tissue fuids through skin puncturesNo. As collected tissue fuids are nearer to skin surface than blood capillaries and accumulate under effect of suction pressure applied to skin. Continuous accumulation of fuids increases pressure inside skin upliftings leading to immediate escape of fuids upon skin puncturing and 2nd cupping step.Yes as tissue fuids are collected after skin puncturing and are coming out to skin surface with blood from punctured capillaries. Blood may hinder fuid accumulation inside skin upliftings leading to incomplete escape of fuids upon skin puncturing.,puncturing and are coming out to skin surface with,Total time of vacuum applicationLong 1st and 2nd cupping stepsShort 1 cupping step,Total time of vacuum application,0,-360,0,0,1,7,7,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1
Total time of vacuum applicationLong 1st and 2nd cupping stepsShort 1 cupping step,Total time of vacuum application,Pain sensation during puncturingMild analgesic effect of 1st cupping stepModerate to severe as in wounds,Pain sensation during puncturing,-5.38,0,1,1,1,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Pain sensation during puncturingMild analgesic effect of 1st cupping stepModerate to severe as in wounds,Pain sensation during puncturing,Fluid extracted in cupsLarger fuid content and less bloodHigher blood content,Fluid extracted in cups,-5.38,0,1,1,1,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Fluid extracted in cupsLarger fuid content and less bloodHigher blood content,Fluid extracted in cups,Tapping puncture site to bleedNot neededUsually done,Tapping puncture site to bleed,-5.38,0,1,1,1,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Tapping puncture site to bleedNot neededUsually done,Tapping puncture site to bleed,Fluid collection in skin upliftingsSkin upliftings form before skin puncturing step and contain only fuids with fragmented blood cells and causative pathological substances intact blood cells do not diffuse through capillary fenestrae due to size barrier.Skin upliftings form after skin puncturing step and contain mainly fresh blood with little fuid intact blood comes from punctured capillaries,Fluid collection in skin upliftings,0.12,0,1,1,1,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Fluid collection in skin upliftingsSkin upliftings form before skin puncturing step and contain only fuids with fragmented blood cells and causative pathological substances intact blood cells do not diffuse through capillary fenestrae due to size barrier.Skin upliftings form after skin puncturing step and contain mainly fresh blood with little fuid intact blood comes from punctured capillaries,Fluid collection in skin upliftings,"Sequence of eventssimultaneous excretion of tissue fuid mixed with some blood, 2nd cupping causes more extrusion of both. st cupping creates skin uplifting. puncturing skin causes simultaneous 1Puncturing causes blood excretion and suctioning creates skin uplifting with excretion of more blood and some tissue fuids.",Sequence of events,0.12,0,1,1,0,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
"Sequence of eventssimultaneous excretion of tissue fuid mixed with some blood, 2nd cupping causes more extrusion of both. st cupping creates skin uplifting. puncturing skin causes simultaneous 1Puncturing causes blood excretion and suctioning creates skin uplifting with excretion of more blood and some tissue fuids.",Sequence of events,"Expected blood clearance effectMore due to high fuid content fltered fuids from capillaries+excreted tissue fuids. CPC method clears interstitial spaces, capillary blood and lymphatics properly during the whole 2nd cupping step until closure of skin barrier by blood thrombus.Less. PC method partially clears interstitial spaces, capillary blood and lymphatics until closure of skin barrier by blood thrombus due to lack of prior fuid collection and incomplete transmission of sucking pressure due to antagonizing effect of bleeding, adhesions and intervening fuids",Expected blood clearance effect,2.12,0,1,0,0,7,7,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1
"Expected blood clearance effectMore due to high fuid content fltered fuids from capillaries+excreted tissue fuids. CPC method clears interstitial spaces, capillary blood and lymphatics properly during the whole 2nd cupping step until closure of skin barrier by blood thrombus.Less. PC method partially clears interstitial spaces, capillary blood and lymphatics until closure of skin barrier by blood thrombus due to lack of prior fuid collection and incomplete transmission of sucking pressure due to antagonizing effect of bleeding, adhesions and intervening fuids",Expected blood clearance effect,Expected therapeutic effectBetterLess,Expected therapeutic effect,2.12,0,1,0,0,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Expected therapeutic effectBetterLess,Expected therapeutic effect,Intervening fuid between tissue layersMore more breaking of tissue adhesionsLess,Less,-2.62,0,1,0,0,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
Intervening fuid between tissue layersMore more breaking of tissue adhesionsLess,Less,Resolving tissue swelling and breaking adhesionMoreLess,Less,-2.62,0,1,0,0,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Resolving tissue swelling and breaking adhesionMoreLess,Less,Removes blood congestionMoreLess,More,0,146,0,0,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Removes blood congestionMoreLess,More,Table 3: Differences between CPC Al-hijamah and PC Methods of Wet Cupping Therapy.,Table 3: Differences between CPC (Al-hijamah) and PC Methods of Wet Cupping Therapy.,1.12,-146,0,1,1,7,7,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Table 3: Differences between CPC Al-hijamah and PC Methods of Wet Cupping Therapy.,Table 3: Differences between CPC (Al-hijamah) and PC Methods of Wet Cupping Therapy.,may carry better therapeutic outcomes for wet cupping therapy: PC,may carry better therapeutic outcomes for wet cupping therapy: PC,0.88,-1,1,1,0,7,9,2,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
may carry better therapeutic outcomes for wet cupping therapy: PC,may carry better therapeutic outcomes for wet cupping therapy: PC,method or CPC method.,method or CPC method.,-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
method or CPC method.,method or CPC method.,Proper answering of this question needs prior understanding of,Proper answering of this question needs prior understanding of,-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
Proper answering of this question needs prior understanding of,Proper answering of this question needs prior understanding of,the differences and expected sequences of events of both treatment,the differences and expected sequences of events of both treatment,-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
the differences and expected sequences of events of both treatment,the differences and expected sequences of events of both treatment,methods of wet cupping therapy.,methods of wet cupping therapy.,-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
methods of wet cupping therapy.,methods of wet cupping therapy.,Evidence-based Analysis of Detailed Steps and Events of,Evidence-based Analysis of Detailed Steps and Events of,-26.75,0,1,0,0,9,11,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
Evidence-based Analysis of Detailed Steps and Events of,Evidence-based Analysis of Detailed Steps and Events of,Wet Cupping Therapy CPC Method Versus PC Method,Wet Cupping Therapy (CPC Method Versus PC Method),-26.75,0,1,0,0,11,11,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
Wet Cupping Therapy CPC Method Versus PC Method,Wet Cupping Therapy (CPC Method Versus PC Method),Differences between PC and CPC methods of wet cupping,Differences between PC and CPC methods of wet cupping,-26.75,0,1,0,0,11,9,-2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Differences between PC and CPC methods of wet cupping,Differences between PC and CPC methods of wet cupping,therapy can be of therapeutic importance and studying them may,therapy can be of therapeutic importance and studying them may,-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
therapy can be of therapeutic importance and studying them may,therapy can be of therapeutic importance and studying them may,help in standardizing wet cupping therapy Table 3. Based on our,help in standardizing wet cupping therapy (Table 3). Based on our,-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
help in standardizing wet cupping therapy Table 3. Based on our,help in standardizing wet cupping therapy (Table 3). Based on our,"understanding to how wet cupping therapy works, evidence-based","understanding to how wet cupping therapy works, evidence-based",-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"understanding to how wet cupping therapy works, evidence-based","understanding to how wet cupping therapy works, evidence-based",steps of wet cupping therapy CPC method versus PC method can be,steps of wet cupping therapy (CPC method versus PC method) can be,-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
steps of wet cupping therapy CPC method versus PC method can be,steps of wet cupping therapy (CPC method versus PC method) can be,analyzed in the next points.,analyzed in the next points.,-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
analyzed in the next points.,analyzed in the next points.,Before application of wet cupping therapy,Before application of wet cupping therapy,-26.75,0,1,0,0,9,10,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
Before application of wet cupping therapy,Before application of wet cupping therapy,1- Tissue fluids filtered from the capillary walls cross the interstitial,1- Tissue fluids filtered from the capillary walls cross the interstitial,-26.75,0,1,0,0,10,9,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1- Tissue fluids filtered from the capillary walls cross the interstitial,1- Tissue fluids filtered from the capillary walls cross the interstitial,spaces between parenchymal cells to gain access to the lymphatic,spaces between parenchymal cells to gain access to the lymphatic,-26.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
spaces between parenchymal cells to gain access to the lymphatic,spaces between parenchymal cells to gain access to the lymphatic,capillaries to return to the vascular system 46. Metabolic byproducts,capillaries to return to the vascular system [46]. Metabolic byproducts,-26.75,271,0,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
capillaries to return to the vascular system 46. Metabolic byproducts,capillaries to return to the vascular system [46]. Metabolic byproducts,47 and endogenous free radicals 48 may be continuously formed,[47] and endogenous free radicals [48] may be continuously formed,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
47 and endogenous free radicals 48 may be continuously formed,[47] and endogenous free radicals [48] may be continuously formed,inside cells and excreted into the interstitial fluids in interstitial,inside cells and excreted into the interstitial fluids in interstitial,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
inside cells and excreted into the interstitial fluids in interstitial,inside cells and excreted into the interstitial fluids in interstitial,spaces. Interstitial fluid is in continuous exchange with intravascular,spaces. Interstitial fluid is in continuous exchange with intravascular,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
spaces. Interstitial fluid is in continuous exchange with intravascular,spaces. Interstitial fluid is in continuous exchange with intravascular,fluid compartment Figure 1A. The exchange process mainly occurs,fluid compartment (Figure 1A). The exchange process mainly occurs,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
fluid compartment Figure 1A. The exchange process mainly occurs,fluid compartment (Figure 1A). The exchange process mainly occurs,downstream of arterioles in capillaries and postcapillary venules 49.,downstream of arterioles in capillaries and postcapillary venules [49].,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
downstream of arterioles in capillaries and postcapillary venules 49.,downstream of arterioles in capillaries and postcapillary venules [49].,"Based on that, in physiological conditions, cupping therapy may have","Based on that, in physiological conditions, cupping therapy may have",-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
"Based on that, in physiological conditions, cupping therapy may have","Based on that, in physiological conditions, cupping therapy may have",a preventive benefit through clearing interstitial spaces from any,a preventive benefit through clearing interstitial spaces from any,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
a preventive benefit through clearing interstitial spaces from any,a preventive benefit through clearing interstitial spaces from any,"metabolic waste products, free radicals or xenobiotics in interstitial","metabolic waste products, free radicals or xenobiotics in interstitial",-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"metabolic waste products, free radicals or xenobiotics in interstitial","metabolic waste products, free radicals or xenobiotics in interstitial",fluids.,fluids.,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
fluids.,fluids.,"2- In pathological conditions, localization of pro-inflammatory","2- In pathological conditions, localization of pro-inflammatory",-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
"2- In pathological conditions, localization of pro-inflammatory","2- In pathological conditions, localization of pro-inflammatory","substances 50, inflammatory cells 51, toxins, bacteria and harmful","substances [50], inflammatory cells [51], toxins, bacteria and harmful",-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"substances 50, inflammatory cells 51, toxins, bacteria and harmful","substances [50], inflammatory cells [51], toxins, bacteria and harmful","biological or chemical substances 52,53 tends to occur at specific sites","biological or chemical substances [52,53] tends to occur at specific sites",-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"biological or chemical substances 52,53 tends to occur at specific sites","biological or chemical substances [52,53] tends to occur at specific sites",that differ according to disease type and pathological stage Figure 1B.,that differ according to disease type and pathological stage (Figure 1B).,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
that differ according to disease type and pathological stage Figure 1B.,that differ according to disease type and pathological stage (Figure 1B).,"At sites of localization, cupping therapy can be applied to facilitate","At sites of localization, cupping therapy can be applied to facilitate",-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
"At sites of localization, cupping therapy can be applied to facilitate","At sites of localization, cupping therapy can be applied to facilitate",drainage and removal of the CPS and to decrease the excess fluid volume,drainage and removal of the CPS and to decrease the excess fluid volume,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
drainage and removal of the CPS and to decrease the excess fluid volume,drainage and removal of the CPS and to decrease the excess fluid volume,and hence the pressure exerted by interstitial fluids in interstitial spaces.,and hence the pressure exerted by interstitial fluids in interstitial spaces.,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
and hence the pressure exerted by interstitial fluids in interstitial spaces.,and hence the pressure exerted by interstitial fluids in interstitial spaces.,3- Factors determining the composition of interstitial fluid and,3- Factors determining the composition of interstitial fluid and,-26.88,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
edema in burns and in the induction of initial swelling in inflammation,edema in burns and in the induction of initial swelling in inflammation,"61. Based on that, pain conditions may benefit from cupping therapy","[61]. Based on that, pain conditions may benefit from cupping therapy",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"61. Based on that, pain conditions may benefit from cupping therapy","[61]. Based on that, pain conditions may benefit from cupping therapy",through excretion of fluids containing the above-mentioned CPS,through excretion of fluids containing the above-mentioned CPS,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
through excretion of fluids containing the above-mentioned CPS,through excretion of fluids containing the above-mentioned CPS,Figure 2.,(Figure 2).,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
Figure 2.,(Figure 2).,6-Nerve endings nociceptors that transmit pain signals become,6-Nerve endings (nociceptors that transmit pain signals) become,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
6-Nerve endings nociceptors that transmit pain signals become,6-Nerve endings (nociceptors that transmit pain signals) become,sensitized during tissue damage or inflammation. Goodwin gave,sensitized during tissue damage or inflammation. Goodwin gave,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
sensitized during tissue damage or inflammation. Goodwin gave,sensitized during tissue damage or inflammation. Goodwin gave,the term inflammatory soup to the mixture of inflammatory cells as,the term inflammatory soup to the mixture of inflammatory cells as,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
the term inflammatory soup to the mixture of inflammatory cells as,the term inflammatory soup to the mixture of inflammatory cells as,macrophages and lymphocytes together with chemical mediators,macrophages and lymphocytes together with chemical mediators,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
macrophages and lymphocytes together with chemical mediators,macrophages and lymphocytes together with chemical mediators,"e.g. substance P histamine, serotonin, bradykinin, prostaglandins","e.g. substance P histamine, serotonin, bradykinin, prostaglandins",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"e.g. substance P histamine, serotonin, bradykinin, prostaglandins","e.g. substance P histamine, serotonin, bradykinin, prostaglandins","and cytokines Figure 2 in the peripheral tissues, that increase in","and cytokines (Figure 2) in the peripheral tissues, that increase in",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"and cytokines Figure 2 in the peripheral tissues, that increase in","and cytokines (Figure 2) in the peripheral tissues, that increase in","the responsiveness of A delta and C nerve fibres, which conduct pain","the responsiveness of A delta and C nerve fibres, which conduct pain",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"the responsiveness of A delta and C nerve fibres, which conduct pain","the responsiveness of A delta and C nerve fibres, which conduct pain",signals at different rates 62.,signals at different rates [62].,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
signals at different rates 62.,signals at different rates [62].,7- Excretory functions of the skin depend on its histological,7- Excretory functions of the skin depend on its histological,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
7- Excretory functions of the skin depend on its histological,7- Excretory functions of the skin depend on its histological,"structure and its large surface area. Skin excretes many drugs, heavy","structure and its large surface area. Skin excretes many drugs, heavy",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"structure and its large surface area. Skin excretes many drugs, heavy","structure and its large surface area. Skin excretes many drugs, heavy","metals, chemicals and endogenous toxic compounds. Skin has a","metals, chemicals and endogenous toxic compounds. Skin has a",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"metals, chemicals and endogenous toxic compounds. Skin has a","metals, chemicals and endogenous toxic compounds. Skin has a","drug metabolizing function 63, drug biotransformation function","drug metabolizing function [63], drug biotransformation function",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"drug metabolizing function 63, drug biotransformation function","drug metabolizing function [63], drug biotransformation function","64, antioxidant function 65 in addition to the excretory functions","[64], antioxidant function [65] in addition to the excretory functions",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"64, antioxidant function 65 in addition to the excretory functions","[64], antioxidant function [65] in addition to the excretory functions",exerted by skin appendages e.g. sweat glands 66-69. Skin barrier,exerted by skin appendages e.g. sweat glands [66-69]. Skin barrier,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
exerted by skin appendages e.g. sweat glands 66-69. Skin barrier,exerted by skin appendages e.g. sweat glands [66-69]. Skin barrier,"retards excretion of accumulated toxins, while skin injury disturbs","retards excretion of accumulated toxins, while skin injury disturbs",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"retards excretion of accumulated toxins, while skin injury disturbs","retards excretion of accumulated toxins, while skin injury disturbs",skin excretory functions 70 with retention of drugs and endogenous,skin excretory functions [70] with retention of drugs and endogenous,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
skin excretory functions 70 with retention of drugs and endogenous,skin excretory functions [70] with retention of drugs and endogenous,"metabolites 71-73. Based on that, cupping therapy is so beneficial as it","metabolites [71-73]. Based on that, cupping therapy is so beneficial as it",-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"metabolites 71-73. Based on that, cupping therapy is so beneficial as it","metabolites [71-73]. Based on that, cupping therapy is so beneficial as it",opens skin barrier and enhances skin excretory role.,opens skin barrier and enhances skin excretory role.,-1.95,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
opens skin barrier and enhances skin excretory role.,opens skin barrier and enhances skin excretory role.,"subsequently the interstitial pressure include the plasma composition,","subsequently the interstitial pressure include the plasma composition,",1,-271,0,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0
"subsequently the interstitial pressure include the plasma composition,","subsequently the interstitial pressure include the plasma composition,",the balance of Starling forces across the capillary wall principally,the balance of Starling forces across the capillary wall (principally,-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
the balance of Starling forces across the capillary wall principally,the balance of Starling forces across the capillary wall (principally,"capillary hydrostatic pressure and plasma protein osmotic pressure,","capillary hydrostatic pressure and plasma protein osmotic pressure),",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"capillary hydrostatic pressure and plasma protein osmotic pressure,","capillary hydrostatic pressure and plasma protein osmotic pressure),","capillary permeability, surface area of capillary endothelium, lymph","capillary permeability, surface area of capillary endothelium, lymph",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"capillary permeability, surface area of capillary endothelium, lymph","capillary permeability, surface area of capillary endothelium, lymph","transport, and the physicochemical properties of the interstitial space","transport, and the physicochemical properties of the interstitial space",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"transport, and the physicochemical properties of the interstitial space","transport, and the physicochemical properties of the interstitial space","matrix. Also, modification, addition or removal of components by","matrix. Also, modification, addition or removal of components by",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"matrix. Also, modification, addition or removal of components by","matrix. Also, modification, addition or removal of components by",peripheral cell metabolism can determine the composition of interstitial,peripheral cell metabolism can determine the composition of interstitial,-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
peripheral cell metabolism can determine the composition of interstitial,peripheral cell metabolism can determine the composition of interstitial,"fluids 54. Based on that, cupping therapy may be beneficial in clearing","fluids [54]. Based on that, cupping therapy may be beneficial in clearing",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"fluids 54. Based on that, cupping therapy may be beneficial in clearing","fluids [54]. Based on that, cupping therapy may be beneficial in clearing",interstitial fluids and restoring normal physiology of interstitial spaces.,interstitial fluids and restoring normal physiology of interstitial spaces.,-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
interstitial fluids and restoring normal physiology of interstitial spaces.,interstitial fluids and restoring normal physiology of interstitial spaces.,4- Pathogenesis of pain includes interstitial hypertension and,4- Pathogenesis of pain includes interstitial hypertension and,-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
4- Pathogenesis of pain includes interstitial hypertension and,4- Pathogenesis of pain includes interstitial hypertension and,"increased amount of neurotransmitters, such as substance P and its","increased amount of neurotransmitters, such as substance P and its",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"increased amount of neurotransmitters, such as substance P and its","increased amount of neurotransmitters, such as substance P and its","receptor, calcitonin gene-related peptide and other neurotransmitters","receptor, calcitonin gene-related peptide and other neurotransmitters",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"receptor, calcitonin gene-related peptide and other neurotransmitters","receptor, calcitonin gene-related peptide and other neurotransmitters","in afferent nerves 55. Based on that, cupping therapy at these localized","in afferent nerves [55]. Based on that, cupping therapy at these localized",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"in afferent nerves 55. Based on that, cupping therapy at these localized","in afferent nerves [55]. Based on that, cupping therapy at these localized","sites may remove localized fluids, clear interstitial spaces, decrease","sites may remove localized fluids, clear interstitial spaces, decrease",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"sites may remove localized fluids, clear interstitial spaces, decrease","sites may remove localized fluids, clear interstitial spaces, decrease",interstitial hypertension and excrete CPS.,interstitial hypertension and excrete CPS.,-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
interstitial hypertension and excrete CPS.,interstitial hypertension and excrete CPS.,5- Substance P is an 11-amino acid peptide that is widely distributed,5- Substance P is an 11-amino acid peptide that is widely distributed,-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
5- Substance P is an 11-amino acid peptide that is widely distributed,5- Substance P is an 11-amino acid peptide that is widely distributed,in the nervous system of human and animal species. Substance P is,in the nervous system of human and animal species. Substance P is,-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
in the nervous system of human and animal species. Substance P is,in the nervous system of human and animal species. Substance P is,functionally linked to pain 56. Substance P releases histamine 57,functionally linked to pain [56]. Substance P releases histamine [57],-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
functionally linked to pain 56. Substance P releases histamine 57,functionally linked to pain [56]. Substance P releases histamine [57],leading to increased cutaneous capillary permeability without any fluid,leading to increased cutaneous capillary permeability without any fluid,-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
leading to increased cutaneous capillary permeability without any fluid,leading to increased cutaneous capillary permeability without any fluid,leakage through intact skin barrier. Substance P induces release of,leakage through intact skin barrier. Substance P induces release of,-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
leakage through intact skin barrier. Substance P induces release of,leakage through intact skin barrier. Substance P induces release of,"antigen-evoked mediators 58, tumor necrosis factor-alpha 59 and","antigen-evoked mediators [58], tumor necrosis factor-alpha [59] and",-2.02,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
